Brasil e Município;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Amendoim (em casca);Banana (cacho);Batata-doce;Batata-inglesa;Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Castanha de caju;Erva-mate (folha verde);Fava (em grão);Feijão (em grão);Girassol (em grão);Guaraná (semente);Juta (fibra);Malva (fibra);Mamona (baga);Mandioca;Manga;Melancia;Melão;Milho (em grão);Noz (fruto seco);Pimenta-do-reino;Soja (em grão);Sorgo (em grão);Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Senador Pompeu (CE);...;-;467;-;4500;8600;-;-;-;-;-;...;419;-;400;400;-;-;-;-;-;10000;4000;-;-;800;-;-;-;-;38000;-;-;-;-;-
Senador Sá (CE);...;-;-;-;6000;-;-;-;-;-;-;...;255;-;500;120;-;-;-;-;-;15000;10667;2094;-;244;-;-;-;-;80000;-;-;-;-;-
Sobral (CE);...;-;-;-;15829;10250;-;-;-;-;-;...;384;-;-;175;-;-;-;-;-;7115;13000;-;-;309;-;-;-;-;-;-;-;-;-;-
Solonópole (CE);...;-;-;-;4500;8000;-;-;-;-;-;...;333;-;-;440;-;-;-;-;-;8538;7000;-;-;840;-;-;-;-;-;-;-;-;-;-
Tabuleiro do Norte (CE);...;-;3000;-;22796;-;-;-;-;-;-;...;393;-;-;491;-;-;-;-;-;23000;7000;25500;-;1184;-;-;-;-;-;-;-;-;-;-
Tamboril (CE);...;-;267;-;-;-;-;-;-;-;-;...;-;-;-;456;-;-;-;-;467;10711;7000;-;-;1547;-;-;-;-;-;-;-;-;-;-
Tarrafas (CE);...;-;-;-;6250;-;-;-;-;-;-;...;333;-;301;160;-;-;-;-;-;7200;8500;-;-;1250;-;-;-;-;-;-;-;-;-;-
Tauá (CE);...;-;1000;-;4500;-;-;-;-;-;-;...;-;-;160;180;-;-;-;-;133;12000;6000;-;-;600;-;-;-;-;-;-;-;-;-;-
Tejuçuoca (CE);...;-;-;-;5000;4714;-;-;-;-;-;...;184;-;-;300;-;-;-;-;-;7684;5667;8000;-;700;-;-;-;-;-;-;-;-;-;-
Tianguá (CE);...;-;-;1067;16542;13500;-;-;350;350;350;...;338;-;278;284;-;-;-;-;-;15000;7000;28864;-;1170;-;-;3250;-;80000;-;-;-;1000;-
Trairi (CE);...;-;-;-;7115;13933;-;-;-;-;-;...;229;-;-;121;-;-;-;-;-;9016;6125;-;-;250;-;-;-;-;-;-;-;-;-;-
Tururu (CE);...;-;-;-;5520;10000;-;-;-;-;-;...;146;-;500;87;-;-;-;-;-;9613;7667;-;-;230;-;-;-;-;-;-;-;-;-;-
Ubajara (CE);...;-;-;-;8603;24625;-;-;500;500;500;...;333;-;338;452;-;-;-;-;-;14977;10374;23154;-;2000;-;-;3500;-;81269;-;-;-;857;-
Umari (CE);...;-;-;-;6000;-;-;-;-;-;-;...;-;-;-;243;-;-;-;-;-;-;10000;-;-;620;-;-;-;-;-;-;-;-;-;-
Umirim (CE);...;-;-;-;9619;9000;-;-;-;-;-;...;295;-;-;280;-;-;-;-;-;12652;14500;-;-;550;-;-;-;-;-;-;-;-;-;-
Uruburetama (CE);...;-;-;-;9063;-;-;-;500;500;-;...;191;-;318;100;-;-;-;-;-;7515;9760;-;-;600;-;-;-;-;-;-;-;-;-;-
Uruoca (CE);...;-;-;-;4000;-;-;-;-;-;-;...;252;-;-;293;-;-;-;-;-;9634;6800;-;-;560;-;-;-;-;-;-;-;-;-;-
Varjota (CE);...;-;-;-;29170;10333;-;-;-;-;-;...;216;-;250;190;-;-;-;-;-;10667;10667;11000;-;700;-;-;-;-;70000;-;-;-;1000;-
Várzea Alegre (CE);...;-;-;667;21154;14000;-;-;-;-;-;...;313;-;350;481;-;-;-;-;-;21000;8600;-;-;1468;-;-;-;-;65000;-;-;-;-;-
Viçosa do Ceará (CE);...;-;-;793;7222;10467;-;-;400;400;-;...;227;-;375;202;-;-;-;-;-;12971;8000;17900;-;900;-;933;-;-;81656;-;-;-;1000;-
Acari (RN);...;-;167;-;14000;-;-;-;-;-;-;...;-;-;-;257;-;-;-;-;-;-;8700;6000;-;300;-;-;-;-;-;-;-;-;-;-
Açu (RN);...;-;-;-;41014;14167;-;-;-;-;-;...;358;-;-;375;-;-;-;-;-;10000;21742;20100;24686;350;-;-;-;-;32700;-;-;-;-;-
Afonso Bezerra (RN);...;-;-;-;40000;-;-;-;-;-;-;...;340;-;-;471;-;-;-;-;-;-;25000;29160;22530;421;-;-;-;-;31700;-;-;-;-;-
Água Nova (RN);...;-;-;-;22500;-;-;-;-;-;-;...;250;-;500;233;-;-;-;-;-;-;12500;-;-;234;-;-;-;-;-;-;-;-;-;-
Alexandria (RN);...;-;-;-;25000;-;-;-;-;-;-;...;250;-;-;271;-;-;-;-;-;-;14000;-;-;1333;-;-;-;-;-;-;-;-;-;-
Almino Afonso (RN);...;-;-;-;-;10000;-;-;-;-;-;...;333;-;-;310;-;-;-;-;-;-;15000;-;-;535;-;-;-;-;30000;-;-;-;-;-
Alto do Rodrigues (RN);...;-;-;-;38833;-;-;-;-;-;-;...;-;-;-;463;-;-;-;-;-;-;20000;28340;-;288;-;-;-;-;-;-;-;-;-;-
Angicos (RN);...;-;-;-;-;-;-;-;-;-;-;...;370;-;-;389;-;-;-;-;-;-;-;12500;-;350;-;-;-;-;-;-;-;-;-;-
Antônio Martins (RN);...;-;-;-;30000;-;-;-;-;-;-;...;333;-;417;308;-;-;-;-;-;-;13333;-;-;421;-;-;-;-;-;-;-;-;-;-
Apodi (RN);...;-;-;-;27924;10300;-;-;-;-;-;...;300;-;-;773;-;-;-;-;-;8600;17867;15070;21552;505;-;-;-;-;-;-;-;-;-;10500
Areia Branca (RN);...;-;-;-;-;-;-;-;-;-;-;...;268;-;-;307;-;-;-;-;-;11500;-;-;-;2472;-;-;-;-;-;-;-;-;-;-
Campo Grande (RN);...;-;-;-;-;-;-;-;-;-;-;...;348;-;-;428;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Baraúna (RN);...;-;-;-;22095;15000;-;-;-;-;-;...;300;-;-;400;-;-;-;-;-;-;18000;29000;30000;700;-;-;-;-;30000;-;-;-;-;-
Barcelona (RN);...;-;-;-;18000;6000;-;-;-;-;-;...;-;-;500;400;-;-;-;-;-;7000;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Bento Fernandes (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;600;500;-;-;-;-;-;10000;-;-;-;700;-;-;-;1000;-;-;-;-;-;-
Bodó (RN);...;-;-;-;-;-;-;-;-;-;-;...;700;-;450;500;-;-;-;-;-;9025;8500;-;-;701;-;-;-;-;-;-;-;-;-;-
Bom Jesus (RN);...;-;-;-;18000;6000;-;-;-;-;-;...;350;-;-;450;-;-;-;-;-;12000;8500;-;-;650;-;-;-;-;-;-;-;-;-;-
Brejinho (RN);...;-;-;-;16667;-;-;-;-;-;-;...;450;-;-;470;-;-;-;-;-;10700;15800;-;-;-;-;-;-;-;-;-;-;-;-;-
Caiçara do Norte (RN);...;-;-;-;25000;-;-;-;-;-;-;...;380;-;-;600;-;-;-;-;-;-;-;-;-;800;-;-;-;-;-;-;-;-;-;-
Caiçara do Rio do Vento (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;138;-;-;-;-;-;-;-;-;-;188;-;-;-;-;-;-;-;-;-;-
Caicó (RN);...;-;375;-;-;12000;-;-;-;-;-;...;-;-;-;867;-;-;-;-;-;-;6000;-;-;1000;-;-;-;-;-;-;-;-;-;-
Campo Redondo (RN);...;-;-;-;-;-;-;-;-;-;-;...;600;-;-;350;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Caraúbas (RN);...;-;-;-;24400;8883;-;-;-;-;-;...;300;-;-;400;-;-;-;-;-;12833;10800;20200;-;600;-;-;-;-;-;-;-;-;-;-
Carnaúba dos Dantas (RN);...;-;400;-;14000;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;-;-;9000;-;-;400;-;-;-;-;36000;-;-;-;-;-
Carnaubais (RN);...;-;-;-;40000;-;-;-;-;-;-;...;425;-;-;417;-;-;-;-;-;-;19050;21500;20000;300;-;-;-;-;30500;-;-;-;-;-
Ceará-Mirim (RN);...;-;-;-;18000;12000;-;-;-;-;-;...;477;-;-;600;-;-;-;-;-;10000;10000;-;-;790;-;-;-;-;-;-;-;-;-;-
Cerro Corá (RN);...;-;-;-;18000;4500;-;-;-;-;-;...;600;-;200;300;-;-;-;-;-;8500;9000;6000;-;700;-;-;-;-;-;-;-;-;-;-
Coronel Ezequiel (RN);...;-;-;-;-;-;-;-;-;-;-;...;500;-;200;300;-;-;-;-;-;7250;9000;-;-;300;-;-;-;-;-;-;-;-;-;-
Coronel João Pessoa (RN);...;-;-;-;22500;-;-;-;-;-;-;...;333;-;500;267;-;-;-;-;-;8000;6250;-;-;500;-;-;-;-;-;-;-;-;-;-
Cruzeta (RN);...;-;667;-;-;9000;-;-;-;-;-;...;-;-;-;500;-;-;-;-;-;-;9333;19750;19000;700;-;-;-;-;26000;-;-;-;-;-
Currais Novos (RN);...;-;-;-;18000;-;-;-;-;-;-;...;400;-;-;220;-;-;-;-;-;-;8571;-;-;250;-;-;-;-;42800;-;-;-;-;-
Doutor Severiano (RN);...;-;-;-;20000;12500;-;-;-;-;-;...;400;-;750;735;-;-;-;-;-;-;15000;-;-;706;-;-;-;-;-;-;-;-;-;-
Encanto (RN);...;-;-;-;12500;-;-;-;-;-;-;...;250;-;-;500;-;-;-;-;-;-;7333;-;-;778;-;-;-;-;-;-;-;-;-;-
Equador (RN);...;-;-;-;-;-;-;-;-;-;-;...;333;-;-;503;-;-;-;-;-;8000;7000;-;-;700;-;-;-;-;-;-;-;-;-;-
Felipe Guerra (RN);...;-;-;-;34100;7143;-;-;-;-;-;...;-;-;-;420;-;-;-;-;-;-;-;26900;29167;214;-;-;-;-;-;-;-;-;-;-
Fernando Pedroza (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;510;-;-;-;-;-;-;-;15000;15000;431;-;-;-;-;-;-;-;-;-;-
Florânia (RN);...;-;-;-;-;10000;-;-;-;-;-;...;500;-;200;100;-;-;-;-;-;10400;9000;-;-;200;-;-;-;-;-;-;-;-;-;-
Francisco Dantas (RN);...;-;-;-;-;-;-;-;-;-;-;...;500;-;-;500;-;-;-;-;-;-;-;-;-;533;-;-;-;-;-;-;-;-;-;-
Frutuoso Gomes (RN);...;-;-;-;-;6667;-;-;-;-;-;...;333;-;-;288;-;-;-;-;-;4000;9500;-;-;241;-;-;-;-;-;-;-;-;-;-
Galinhos (RN);...;-;-;-;-;-;-;-;-;-;-;...;600;-;-;400;-;-;-;-;-;-;-;30000;25625;350;-;-;-;-;-;-;-;-;-;-
Governador Dix-Sept Rosado (RN);...;-;-;-;34714;9333;-;-;-;-;-;...;321;-;-;400;-;-;-;-;-;-;8182;29800;29250;480;-;-;-;700;-;-;-;-;-;-
Grossos (RN);...;-;-;-;-;-;-;-;-;-;-;...;333;-;-;300;-;-;-;-;-;-;-;-;-;425;-;-;-;-;-;-;-;-;-;-
Guamaré (RN);...;-;1000;-;-;-;-;-;-;-;-;...;1200;-;-;500;-;-;-;-;-;7000;-;10000;-;1000;-;-;-;-;-;-;-;-;-;-
Ielmo Marinho (RN);...;-;-;-;21000;11000;-;-;-;-;-;...;240;-;800;800;-;-;-;-;-;14000;6200;25000;-;700;-;-;-;-;-;-;-;-;-;-
Ipanguaçu (RN);...;-;-;-;39668;-;-;-;-;-;-;...;350;-;-;375;-;-;-;-;-;-;20040;27800;-;333;-;-;-;-;-;-;-;-;-;-
Ipueira (RN);...;-;-;-;17500;-;-;-;-;-;-;...;-;-;-;188;-;-;-;-;-;-;6000;13333;-;2000;-;-;-;-;-;-;-;-;-;-
Itajá (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;442;-;-;-;-;-;8000;-;16680;-;417;-;-;-;-;-;-;-;-;-;-
Itaú (RN);...;-;1200;-;22000;-;-;-;-;-;-;...;276;-;-;902;-;-;-;-;-;-;-;-;-;680;-;-;-;-;-;-;-;-;-;-
Jaçanã (RN);...;-;-;-;-;-;-;-;-;-;-;...;800;-;300;360;-;-;-;-;-;7333;9000;-;-;120;-;-;-;-;-;-;-;-;-;-
Jandaíra (RN);...;-;-;-;41667;-;-;-;-;-;-;...;-;-;-;440;-;-;-;-;-;-;-;28000;20133;500;-;-;-;-;10000;-;-;-;-;-
Janduís (RN);...;-;-;-;-;-;-;-;-;-;-;...;400;-;-;400;-;-;-;-;-;-;18000;-;-;1201;-;-;-;-;-;-;-;-;-;-
Januário Cicco (RN);...;-;-;-;20000;-;-;-;-;-;-;...;400;-;1000;2000;-;-;-;-;-;12500;9533;-;-;900;-;-;-;-;-;-;-;-;-;-
Japi (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;333;100;-;-;-;-;-;-;-;-;-;900;-;-;-;-;-;-;-;-;-;-
Jardim de Angicos (RN);...;-;-;-;-;-;-;-;-;-;-;...;279;-;500;602;-;-;-;-;-;5500;-;-;-;900;-;-;-;-;-;-;-;-;-;-
Jardim de Piranhas (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;667;-;-;-;-;-;-;9000;26000;-;514;-;-;-;-;-;-;-;-;-;-
Jardim do Seridó (RN);...;-;333;-;-;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;-;-;6000;-;-;900;-;-;-;-;-;-;-;-;-;-
João Câmara (RN);...;-;-;-;18000;12500;-;-;-;-;-;...;245;-;-;600;-;-;-;-;-;5000;10000;-;-;600;-;-;-;-;-;-;-;-;-;-
João Dias (RN);...;-;-;-;22500;-;-;-;-;-;-;...;375;-;333;446;-;-;-;-;-;10000;-;-;-;275;-;-;-;-;-;-;-;-;-;-
José da Penha (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;600;-;-;-;-;-;-;8000;-;-;514;-;-;-;-;-;-;-;-;-;-
Jucurutu (RN);...;-;-;-;-;14000;-;-;-;-;-;...;300;-;500;325;-;-;-;-;-;-;9000;-;-;356;-;-;-;-;-;-;-;-;-;-
Lagoa d'Anta (RN);...;-;-;-;15000;10000;-;-;-;-;-;...;600;-;1125;750;-;-;-;-;-;12000;7000;-;-;2500;-;-;-;-;-;-;-;-;-;-
Lagoa de Pedras (RN);...;-;-;-;15000;4500;-;-;-;-;-;...;430;-;-;100;-;-;-;-;-;4000;8000;-;-;2400;-;-;-;-;-;-;-;-;-;-
Lagoa de Velhos (RN);...;-;-;-;-;6000;-;-;-;-;-;...;-;-;400;400;-;-;-;-;-;8000;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Lagoa Nova (RN);...;-;-;-;-;10000;-;-;-;-;-;...;500;-;250;300;-;-;-;-;-;5800;6000;-;-;400;-;-;-;-;-;-;-;-;-;-
Lagoa Salgada (RN);...;-;-;-;20000;-;-;-;-;-;-;...;125;-;286;750;-;-;-;-;-;12000;-;-;-;2500;-;-;-;-;-;-;-;-;-;-
Lajes (RN);...;-;-;-;-;-;-;-;-;-;-;...;400;-;-;599;-;-;-;-;-;6250;-;-;-;3000;-;-;-;-;-;-;-;-;-;-
Lajes Pintadas (RN);...;-;-;-;-;-;-;-;-;-;-;...;400;-;300;160;-;-;-;-;-;6000;8000;-;-;351;-;-;-;-;-;-;-;-;-;-
Lucrécia (RN);...;-;-;-;25000;-;-;-;-;-;-;...;500;-;-;209;-;-;-;-;-;5000;9500;-;-;240;-;-;-;-;-;-;-;-;-;-
Luís Gomes (RN);...;-;-;-;22500;8400;-;-;-;-;-;...;-;-;667;186;-;-;-;-;-;9067;10500;-;-;196;-;-;-;-;-;-;-;-;-;-
Macaíba (RN);...;-;-;-;35200;10000;-;-;-;-;-;...;450;-;-;600;-;-;-;-;-;8509;16667;-;-;800;-;-;-;-;-;-;-;-;-;-
Macau (RN);...;-;-;-;-;-;-;-;-;-;-;...;333;-;-;385;-;-;-;-;-;-;-;20400;27000;406;-;-;-;-;-;-;-;-;-;-
Major Sales (RN);...;-;-;-;-;-;-;-;-;-;-;...;333;-;-;175;-;-;-;-;-;-;7500;-;-;147;-;-;-;-;-;-;-;-;-;-
Marcelino Vieira (RN);...;-;-;-;25000;9000;-;-;-;-;-;...;800;-;-;533;-;-;-;-;-;-;15000;-;-;126;-;-;-;-;30000;-;-;-;-;-
Martins (RN);...;-;-;-;16667;8500;-;-;-;-;-;...;232;-;400;471;-;-;-;-;-;8396;15000;-;-;313;-;-;-;-;-;-;-;-;-;-
Messias Targino (RN);...;-;-;-;-;-;-;-;-;-;-;...;333;-;-;400;-;-;-;-;-;-;8400;-;-;400;-;-;-;-;-;-;-;-;-;-
Monte Alegre (RN);...;-;-;-;25000;10409;-;-;-;-;-;...;455;-;-;700;-;-;-;-;-;9000;-;-;-;800;-;-;-;-;-;-;-;-;-;-
Monte das Gameleiras (RN);...;-;-;-;18000;6000;-;-;-;-;-;...;600;-;667;600;-;-;-;-;-;6250;8000;-;-;1333;-;-;-;-;-;-;-;-;-;-
Mossoró (RN);...;-;-;-;21800;-;-;-;-;-;-;...;297;-;-;400;-;-;-;-;-;8300;10000;28000;25814;400;-;-;-;-;-;-;-;-;-;-
Nova Cruz (RN);...;-;-;-;-;5000;-;-;-;-;-;...;400;-;500;500;-;-;-;-;-;6222;5625;-;-;1667;-;-;-;-;-;-;-;-;-;-
Olho d'Água do Borges (RN);...;-;-;-;-;-;-;-;-;-;-;...;417;-;-;350;-;-;-;-;-;-;-;-;-;400;-;-;-;-;-;-;-;-;-;-
Ouro Branco (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;322;-;-;-;-;-;-;7650;14333;-;500;-;-;-;-;-;-;-;-;-;-
Paraná (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;348;-;-;-;-;-;-;-;-;-;400;-;-;-;-;-;-;-;-;-;-
Paraú (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;438;-;-;-;-;-;-;-;20000;-;400;-;-;-;-;-;-;-;-;-;-
Parazinho (RN);...;-;-;-;-;12964;-;-;-;-;-;...;300;-;-;505;-;-;-;-;-;9000;-;-;36500;1251;-;-;-;-;40000;-;-;-;-;-
Parelhas (RN);...;-;500;-;-;-;-;-;-;-;-;...;333;-;-;201;-;-;-;-;-;-;7000;11000;-;151;-;-;-;-;-;-;-;-;-;-
Passa e Fica (RN);...;-;-;-;15667;10000;-;-;-;-;-;...;387;-;500;600;-;-;-;-;-;8334;9000;-;-;1500;-;-;-;-;-;-;-;-;-;-
Passagem (RN);...;-;-;-;-;7000;-;-;-;-;-;...;-;-;-;200;-;-;-;-;-;12500;-;-;-;1500;-;-;-;-;-;-;-;-;-;-
Patu (RN);...;-;-;-;23750;7300;-;-;-;-;-;...;250;-;-;498;-;-;-;-;-;-;-;-;-;400;-;-;-;-;-;-;-;-;-;-
Santa Maria (RN);...;-;-;-;-;6000;-;-;-;-;-;...;-;-;400;400;-;-;-;-;-;8000;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Pau dos Ferros (RN);...;-;500;-;28000;10000;-;-;-;-;-;...;333;-;-;240;-;-;-;-;-;-;9000;-;-;451;-;-;-;-;-;-;-;-;-;-
Pedra Grande (RN);...;-;-;-;-;14890;-;-;-;-;-;...;400;-;-;500;-;-;-;-;-;-;-;18000;-;600;-;-;-;-;-;-;-;-;-;-
Pedra Preta (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;500;-;-;-;-;-;9850;-;-;-;800;-;-;-;-;-;-;-;-;-;-
Pedro Avelino (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;410;-;-;-;-;-;-;-;12000;-;298;-;-;-;-;-;-;-;-;-;-
Pendências (RN);...;-;1500;-;35875;15000;-;-;-;-;-;...;400;-;-;370;-;-;-;-;-;15000;20000;25667;20667;387;-;-;-;-;-;-;-;-;-;-
Pilões (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;254;-;-;-;-;-;-;-;-;-;520;-;-;-;-;-;-;-;-;-;-
Poço Branco (RN);...;-;-;-;-;11774;-;-;-;-;-;...;252;-;-;400;-;-;-;-;-;11264;9000;-;-;300;-;-;-;-;20667;-;-;-;-;-
Portalegre (RN);...;-;-;-;-;9000;-;-;-;-;-;...;230;-;-;625;-;-;-;-;-;6150;15000;-;-;775;-;-;-;-;-;-;-;-;-;-
Porto do Mangue (RN);...;-;-;-;-;-;-;-;-;-;-;...;403;-;-;446;-;-;-;-;-;-;-;23927;-;367;-;-;-;-;-;-;-;-;-;-
Serra Caiada (RN);...;-;-;-;15000;7333;-;-;-;-;-;...;278;-;-;900;-;-;-;-;-;5000;20000;-;-;180;-;-;-;-;-;-;-;-;-;-
Pureza (RN);...;-;-;-;17373;10000;-;-;-;-;-;...;300;-;-;340;-;-;-;-;-;11040;20000;16667;-;390;-;-;-;-;-;-;-;-;-;-
Rafael Fernandes (RN);...;-;-;-;27000;-;-;-;-;-;-;...;-;-;-;253;-;-;-;-;-;-;15000;-;-;140;-;-;-;-;-;-;-;-;-;-
Rafael Godeiro (RN);...;-;-;-;21000;10000;-;-;-;-;-;...;889;-;667;180;-;-;-;-;-;-;15000;27789;-;240;-;-;-;-;38889;-;-;-;-;-
Riacho da Cruz (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;337;-;-;-;-;-;-;-;-;-;392;-;-;-;-;-;-;-;-;-;-
Riacho de Santana (RN);...;-;-;-;-;-;-;-;-;-;-;...;250;-;-;643;-;-;-;-;-;-;8000;25000;-;630;-;-;-;-;15000;-;-;-;-;-
Riachuelo (RN);...;-;-;-;-;6000;-;-;-;-;-;...;1000;-;500;500;-;-;-;-;-;6000;9000;-;-;182;-;-;-;-;-;-;-;-;-;-
Rodolfo Fernandes (RN);...;-;-;-;-;-;-;-;-;-;-;...;400;-;-;955;-;-;-;-;-;-;11500;-;-;1125;-;-;-;-;-;-;-;-;-;-
Tibau (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;-;-;-;-;26222;400;-;-;-;-;-;-;-;-;-;-
Ruy Barbosa (RN);...;-;-;-;18000;6000;-;-;-;-;-;...;583;-;500;500;-;-;-;-;-;-;9000;-;-;600;-;-;-;-;-;-;-;-;-;-
Santa Cruz (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;88;-;-;-;-;-;-;10000;-;-;69;-;-;-;-;-;-;-;-;-;-
Santana do Matos (RN);...;-;-;-;-;6000;-;-;-;-;-;...;473;-;1025;434;-;-;-;-;-;10000;-;23667;-;434;-;-;-;-;-;-;-;-;-;-
Santana do Seridó (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;200;-;-;-;-;-;-;-;-;-;100;-;-;-;-;30000;-;-;-;-;-
Santo Antônio (RN);...;-;-;-;-;4000;-;-;-;-;-;...;307;-;-;300;-;-;-;-;-;9000;14286;-;-;333;-;-;-;-;-;-;-;-;-;-
São Bento do Norte (RN);...;-;-;-;18000;16000;-;-;-;-;-;...;-;-;-;500;-;-;-;-;-;-;-;15000;19000;700;-;-;-;-;-;-;-;-;-;-
São Bento do Trairí (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;31;-;-;-;-;-;-;12000;-;-;80;-;-;-;-;-;-;-;-;-;-
São Fernando (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;600;-;-;-;-;-;-;-;8000;-;700;-;-;-;-;-;-;-;-;-;-
São Francisco do Oeste (RN);...;-;-;-;-;10000;-;-;-;-;-;...;250;-;-;447;-;-;-;-;-;-;14000;-;-;539;-;-;-;-;-;-;-;-;-;-
São João do Sabugi (RN);...;-;-;-;17000;9000;-;-;-;-;-;...;250;-;-;300;-;-;-;-;-;-;7500;16000;-;375;-;-;-;-;-;-;-;-;-;-
São José do Campestre (RN);...;-;-;-;15000;5000;-;-;-;-;-;...;1000;-;500;300;-;-;-;-;-;7000;10000;-;-;250;-;-;-;-;-;-;-;-;-;-
São José do Seridó (RN);...;-;500;-;-;-;-;-;-;-;-;...;500;-;-;400;-;-;-;-;-;-;6000;18680;-;500;-;-;-;-;-;-;-;-;-;-
São Miguel (RN);...;-;-;-;22500;6333;-;-;-;-;-;...;333;-;533;150;-;-;-;-;-;9000;-;-;-;128;-;4000;-;-;25000;-;-;-;-;-
São Miguel do Gostoso (RN);...;-;-;-;23775;11700;-;-;-;-;-;...;352;-;-;600;-;-;-;-;-;12032;8500;-;24333;1200;-;-;-;-;41000;-;-;-;-;-
São Paulo do Potengi (RN);...;-;-;-;18000;6000;-;-;-;-;-;...;350;-;400;400;-;-;-;-;-;8000;9000;-;-;600;-;-;-;-;-;-;-;-;-;-
São Pedro (RN);...;-;-;-;-;6000;-;-;-;-;-;...;352;-;400;400;-;-;-;-;-;8000;9000;-;-;600;-;-;-;-;-;-;-;-;-;-
São Rafael (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;500;-;-;-;-;-;-;-;-;-;278;-;-;-;-;-;-;-;-;-;-
São Tomé (RN);...;-;-;-;18000;6000;-;-;-;-;-;...;240;-;375;400;-;-;-;-;-;-;9000;-;-;800;-;-;-;-;-;-;-;-;-;-
São Vicente (RN);...;-;-;-;-;15000;-;-;-;-;-;...;400;-;57;250;-;-;-;-;-;14529;10000;-;-;400;-;-;-;-;-;-;-;-;-;-
Senador Elói de Souza (RN);...;-;-;-;18000;6000;-;-;-;-;-;...;707;-;400;400;-;-;-;-;-;12000;9000;-;-;600;-;-;-;-;-;-;-;-;-;-
Serra de São Bento (RN);...;-;-;-;15000;4250;-;-;-;-;-;...;375;-;267;156;-;-;-;-;-;6000;3000;-;-;571;-;-;-;-;-;-;-;-;-;-
Serra do Mel (RN);...;-;-;-;-;-;-;-;-;-;-;...;280;-;-;305;-;-;-;-;-;-;-;16000;-;421;-;-;-;-;-;-;-;-;-;-
Serra Negra do Norte (RN);...;-;-;-;18000;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;-;-;7000;27000;-;600;-;-;-;-;-;-;-;-;-;-
Serrinha (RN);...;-;-;-;-;-;-;-;-;-;-;...;400;-;-;1150;-;-;-;-;-;14286;-;-;-;667;-;-;-;-;-;-;-;-;-;-
Serrinha dos Pintos (RN);...;-;-;-;25000;-;-;-;-;-;-;...;-;-;400;127;-;-;-;-;-;8000;15000;-;-;338;-;-;-;-;-;-;-;-;-;-
Severiano Melo (RN);...;-;1286;-;-;-;-;-;-;-;-;...;487;-;-;664;-;-;-;-;-;-;-;-;-;1295;-;-;-;-;-;-;-;-;-;-
Sítio Novo (RN);...;-;-;-;20000;5750;-;-;-;-;-;...;429;-;500;1000;-;-;-;-;-;10000;9000;-;-;1200;-;-;-;-;-;-;-;-;-;-
Taboleiro Grande (RN);...;-;-;-;25000;-;-;-;-;-;-;...;-;-;-;144;-;-;-;-;-;-;14000;-;-;190;-;-;-;-;-;-;-;-;-;-
Taipu (RN);...;-;-;-;-;11000;-;-;-;-;-;...;139;-;-;500;-;-;-;-;-;12000;9000;15000;-;300;-;-;-;600;-;-;-;-;-;-
Tangará (RN);...;-;-;-;17000;4000;-;-;-;-;-;...;375;-;400;1000;-;-;-;-;-;12500;9000;-;-;2500;-;-;-;-;-;-;-;-;-;-
Tenente Ananias (RN);...;-;-;-;26000;-;-;-;-;-;-;...;500;-;-;325;-;-;-;-;-;-;10000;-;-;281;-;-;-;-;-;-;-;-;-;-
Tenente Laurentino Cruz (RN);...;-;-;-;-;11000;-;-;-;-;-;...;1100;-;250;400;-;-;-;-;-;11000;10000;10000;-;600;-;-;-;-;-;-;-;-;-;-
